title,isbn10,isbn13
Interacting Electrons and Quantum Magnetism (Graduate Texts in Contemporary Physics),0387942866,9780387942865
Magnetism and Transition Metal Complexes (Dover Books on Chemistry),0486462846,9780486462844
Food for Fifty (12th Edition),0131138715,9780131138711
"Classical Cooking The Modern Way: Methods and Techniques, Third Edition",0471291870,9780471291879
Cooking for Fifty: The Complete Reference and Cookbook,047157015X,9780471570158
Essentials of Life-Span Development,1259708799,9781259708794
Social Psychology: Goals in Interaction (6th Edition),0133810186,9780133810189
Applied Behavior Analysis,067520223X,9780675202237
Personality Psychology: Domains of Knowledge About Human Nature,1259870499,9781259870491
Social Psychology (MindTap Course List),1305580222,9781305580220
A Topical Approach to Lifespan Development,1259708780,9781259708787
Multicultural Psychology: Understanding Our Diverse Communities,0190460857,9780190460853
Introduction to American Deaf Culture (Professional Perspectives On Deafness: Evidence and Applications),0199777543,9780199777549
Abnormal Child Psychology (MindTap Course List),1337624268,9781337624268
"Bring Me Men: Military Masculinity and the Benign Facade of American Empire, 1898-2001",0199327602,9780199327607
Shakesqueer: A Queer Companion to the Complete Works of Shakespeare (Series Q),0822348454,9780822348450
Homosexuality in Renaissance England,0231102895,9780231102896
"Time Binds: Queer Temporalities, Queer Histories (Perverse Modernities: A Series Edited by Jack Halberstam and Lisa Lowe)",0822348047,9780822348047
Mary Tudor: Old and New Perspectives,0230004636,9780230004634
Hakluyts Promise: An Elizabethan's Obsession for an English America,0300110545,9780300110548
William Penn (Profiles in Power),0582299004,9780582299009
1536: The Year that Changed Henry VIII,0745953654,9780745953656
Eleanor of Provence: Queenship in Thirteenth-Century England,0631172866,9780631172864
Junos Enterprise Routing: A Practical Guide to Junos Routing and Certification,1449398634,9781449398637
Cisco LAN Switching Fundamentals,1587050897,0619472050897
The All-New Switch Book: The Complete Guide to LAN Switching Technology,0470287152,9780470287156
Introduction to SQL: Mastering the Relational Database Language (4th Edition),0321305965,9780321305961
"Voice & Data Communications Handbook, Fifth Edition (McGraw-Hill Communication Series)",0072263350,9780072263350
Practical Packet Analysis: Using Wireshark to Solve Real-World Network Problems,1593272669,0689145726695
Network+ Guide to Networks (Networking),061921743X,9780619217433
Writing Analytically,1337559466,9781337559461
EasyWriter,131905076X,9781319050764
Screened Out: Playing Gay in Hollywood from Edison to Stonewall,0415923298,9780415923293
Queering Marriage: Challenging Family Formation in the United States (Families in Focus),081356221X,9780813562216
Cities and Sexualities (Routledge Critical Introductions to Urbanism and the City),0415566479,9780415566476
"Sport, Theory and Social Problems: A Critical Introduction",041557126X,9780415571265
Frenchman's Creek,1402217102,9781402217104
Odds Against Tomorrow: A Novel,1250043646,9781250043641
La neblina de ayer (Spanish Edition),8483837218,9788483837214
A Swell-Looking Babe,0679733116,9780679733119
The Dark Volume,0385340362,9780385340366
Organic Chemistry,0840054440,9780840054449
Administrative Assistant I(Passbooks) (Career Examination Passbooks),0837318483,9780837318486
Nutrition: Science and Applications,1118288262,9781118288269
Practice the PSB: Health Occupations Aptitude Exam Practice Test Questions,1481175203,9781481175203
Survival In Auschwitz,9562915298,9789562915298
"The Faithful Executioner: Life and Death, Honor and Shame in the Turbulent Sixteenth Century",0809049929,9780809049929
Peter Reinhart's Artisan Breads Every Day,1580089984,8601421527620
"Weeknight Wonders: Delicious, Healthy Dinners in 30 Minutes or Less",1118409493,0884415880958
"The America's Test Kitchen Quick Family Cookbook: A Faster, Smarter Way to Cook Everything from America's Most Trusted Test Kitchen",1933615990,9781933615998
The Relativity of Deviance,1483377342,9781483377346
Why People Die by Suicide,0674025490,9780674025493
Managing Suicide Risk in Primary Care,0826110711,9780826110718
Napoleon: A Symbol for an Age: A Brief History with Documents (The Bedford Series in Istory and Culture),0312431104,9780312431105
Napoleon,0582437520,9780582437524
Joan of Arc: La pucelle (Manchester Medieval Sources MUP),0719068479,9780719068478
Marie Antoinette: Writings on the Body of a Queen,0415933951,9780415933957
"Jerome Bonaparte: The War Years, 1800-1815 (Contributions in Military Studies)",0313309973,9780313309977
Case Studies in Special Education Law: No Child Left Behind Act and Individuals with Disabilities Education Improvement Act,0132186284,8581000048503
"Math in Focus: Singapore Math - Extra Practice, Grade 4, Book B, Common Core",0669015725,9780669015720
"Math in Focus: Singapore Math Enrichment, Book A Grade 4",0669015806,9780669015805
"Math in Focus: The Singapore Approach, Grade 4, Book A: Extra Practice Common Core (Math in Focus: Singapore Math)",0669015911,9780669015911
A Mathematical Dictionary for IGCSE,074878196X,9780748781966
Inhuman Traffick: The International Struggle against the Transatlantic Slave Trade: A Graphic History (Graphic History Series),0199334072,9780199334070
Footnotes in Gaza: A Graphic Novel,0805092773,9780805092776
Secret Identity Crisis: Comic Books and the Unmasking of Cold War America,082642998X,9780826429988
Woman Rebel: The Margaret Sanger Story,1770461264,9781770461260
Athletic Taping and Bracing-3rd Edition,1450413528,9781450413527
"Science and Practice of Strength Training, Second Edition",0736056289,9780736056281
Principles of Athletic Training: A Competency-Based Approach,1259060780,9781259060786
ACSM's Foundations of Strength Training and Conditioning,0781782678,9780781782678
Science of Sports Training: How to Plan and Control Training for Peak Performance,0940149109,9780940149106
Athletic Training Student Primer: A Foundation for Success,1617110922,0001617110922
Evidence-Based Practice in Exercise Science: The Six-Step Approach,1450434193,0001450434193
"Principles of Athletic Training: A Competency-Based Approach, 14th Edition",0073523739,9780073523736
"An Arkansas History for Young People, Fourth Edition",1557288453,9781557288455
"A History of New Mexico, 4th Revised Edition",0826347843,9780826347848
"Parks and Plates: The Geology of Our National Parks, Monuments, and Seashores",0393924076,9780393924077
Mississippi: A History,1118755901,9781118755907
"Washington Journey, The: New 7th Grade Textbook",1423606221,9781423606222
"Modern World History: Patterns of Interaction, California Edition",0618557156,9780618557158
Textbook of Palliative Medicine and Supportive Care,1444135252,9781444135251
Oxford Textbook of Palliative Medicine,0199656096,9780199656097
Mosby's Textbook for Nursing Assistants - Soft Cover Version,0323009247,9780323009249
Oxford Textbook of Palliative Medicine,0199693145,9780199693146
Textbook of Interdisciplinary Pediatric Palliative Care: Expert Consult Premium Edition - Enhanced Online Features and Print,1437702627,9781437702620
Pressure Ulcer Research: Current and Future Perspectives,3540250301,9783540250302
How to Think About Weird Things: Critical Thinking for a New Age,0078038367,9780078038365
Ultimate Questions: Thinking about Philosophy (3rd Edition),020573197X,9780205731978
Beyond Feelings: A Guide to Critical Thinking,0078038189,0000078038189
Thinking Critically About Ethical Issues,0078119057,9780078119057
"The Battered Woman Syndrome, Fourth Edition",0826170986,9780826170989
Social Work and Domestic Violence: Developing Critical and Reflective Practice,1412919231,9781412919234
"The Future of Batterer Programs: Reassessing Evidence-Based Practice (Northeastern Series on Gender, Crime, and Law)",1555537707,9781555537708
Family Interventions in Domestic Violence: A Handbook of Gender-Inclusive Theory and Treatment,082610245X,9780826102454
"A Typology of Domestic Violence: Intimate Terrorism, Violent Resistance, and Situational Couple Violence (Northeastern Series on Gender, Crime, and Law)",1555536948,9781555536947
Battle Cries: Black Women and Intimate Partner Abuse,0814767303,9780814767306
Policing Domestic Violence (Blackstone's Practical Policing),0199236747,9780199236749
Dangerous Exits: Escaping Abusive Relationships in Rural America (Critical Issues in Crime and Society),0813545196,9780813545196
Merry Christmas Songbook: Over 100 Holiday Classics (Book & CD),0762108681,9780762108688
Songs of Praise: Songs of Praise: Words edition,0192312014,9780192312013
I Could Sing of Your Love Forever (Praise Baby Board Book),1400070465,9781400070466
"Serving Military Families: Theories, Research, and Application (Textbooks in Family Studies)",1138841250,9781138841253
"William Wordsworth and the Invention of Tourism, 1820-1900",1472420136,9781472420138
The Contemporary Singer: Elements of Vocal Technique (Berklee Guide),0876391072,9780876391075
Lewis's Child and Adolescent Psychiatry: A Comprehensive Textbook,1496345495,9781496345493
Accessory Design,1563679264,9781563679261
Graphic Design: A New History,0300172605,0884898151897
The Design Process,1609018389,9781609018382
Looking Beyond the Structure: Critical Thinking for Designers & Architects,1563677199,9781563677199
Furniture in History: 3000 B.C. - 2000 A.D (2nd Edition),0132447282,9780132447287
Designing: An Introduction,1609014960,9781609014964
"Symbol, Pattern and Symmetry: The Cultural Significance of Structure",1472503120,9781472503121
"Fashion Writing and Criticism: History, Theory, Practice",085785447X,9780857854476
Sustainable Thinking: Ethical Approaches to Design and Design Management (Required Reading Range),2940496048,9782940496044
The Blithedale Romance (Penguin Classics),0140390286,9780140390285
Between the Acts (The Cambridge Edition of the Works of Virginia Woolf),0521847176,9780521847179
Fundamentals of HVACR (3rd Edition),0134016165,9780134016160
CliffsNotes on Malory's Le Morte D'Arthur (The Death of Arthur),0822007266,0785555010529
"Yookoso! An Invitation to Contemporary Japanese, Third Edition",0072408154,9780072408157
Punto y aparte (Spanish) Standalone Book,0078037050,9780078037054
YA VERAS GOLD L1-STUDENT TEXTBOOK 1999C,0838485545,9780838485545
Español En Vivo Level 1: Instructional Spanish Workbook for Grades 4-8 (Español En Vivo Instructional Spanish Workbooks) (Volume 1),1492259489,9781492259480
"Cambridge Latin Course, Unit 2: The North American, 4th Edition (North American Cambridge Latin Course) (English and Latin Edition)",0521004306,9780521004305
Saxon Math 4: Workbook Set,1565771729,9781565771727
Anatomy and Physiology Coloring Workbook: A Complete Study Guide (12th Edition),0134459369,9780134459363
Master the Boards USMLE Step 3,1506235875,9781506235875
The Social Work Skills Workbook (MindTap Course List),1305633784,9781305633780
"Writing With Skill, Level 1: Student Workbook (The Complete Writer)",1933339535,9781933339535
